review,address
this was disappointing after the epic infinity war. they butchered thor and hulk's character,147 Abercorn Crescent St Kilda East QLD 3265
Never Gross Any Movie To Beat Avengers Endgame...Love You 3000  Times...,5 Ada Place Goornong NSW 3193
That final fight with Thanos was epic! Great idea by the writers to have everybody be teleported back when Cap needed them the most. Officially the greatest superhero movie of all time!,48 Abbott Close Para Hills VIC 2155
this movie did not need to be as long as it was it could have been closer to 2 hours they dragged out dialogue a little to much and focused a little to much on character development but overall this movie was a good spin on the mcu it has a darker tone and supases they amount of characters that were in infinity war. the movie wasn't the best but it was what i expected and it ended on a good note and was a good experience watching it.,96 A'beckett Street Frankston NSW 2575
Strong final stansa in a long running and entertaining franchise. A 3 hour epic that motors along at a good pace,115 A'beckett Street Nowra VIC 6151
Avengers Endgame is the well-deserved end to the Avengers saga. The time travel moments are meh though and the continued joke of Thor being fat got old quick. The intellectual Hulk was nice to see and a really clever character. Iron Man being killed at the end was sad.,73 Abercorn Crescent Warrandyte  3942
I thought I would be able to enjoy it upon hearing that it was gonna be 3 hours long but it turned out to be too much. Watching it felt like a drag and was too melo-dramatic for a superhero film.,34 Adamson Crescent East Maitland VIC 2795
"This movie isn't as good as what people say it is, but it's still a good movie. I feel like the plot isn't as strong as Infinity War. The movie has a lot of nostalgia, especially for MCU fans. Overall, it is good, not great, and it ended the saga with a bang.",4 A'beckett Street Mackay North VIC 6210
"I don't know why they didn't like this movie but I absolutely loved it, the only downside is that the 3 hour movie is too long.",15 Abernethy Street Muntham VIC 4680
"Worst marvel movie, why did you make this? Why did I even watch this crap...",142 Abbott Street Lennox Head QLD 2046
I feel like my biggest problem with this movie is simply the fact the first half is way longer then it needs to be. I feel like it was drawn out simply so they could make a big show about how the movie is three hours long. Besides that though the movies pretty good. Exactly what most people want out of a marvel movie with the same problems and that's perfectly fine. A fitting end to this era of marvel films.,308 Acacia Place East Maitland SA 3135
"What a slog! More like ""Avengers will never End...game."" I haven't been this bored since Barton Fink. This movie is SOOOOOOOO unrealistic its not even funny. I'll give it a few points for Rocky Rakkoon, because rakkons are my favorite animal. Is this the last one? Can we be done with this? Please. Its starting to hurt..",31 Adamson Crescent Hurstville South SA 2777
This movie deserves an award for best movie of 2019 and the 2010s decade it is just that good,12 Adinda St Inglewood QLD 3328
"It’s exactly what you want from a Marvel movie, while also having heartbreaking emotional moments as well. The only problem with this movie is how the screenwriters completely butchered Thanos’ character like a dirty animal. He went from an understanding, realistic villain to a generic bad guy who wants to destroy everything in his path for no reason. It’s not the best movie of the year, or even the best COMIC BOOK MOVIE OF THE YEAR, but it will be looked upon as a classic in the future.",10 A'beckett Street Jerrabomberra VIC 5607
I'm 100% a marvel fanboy but this film is far from the movie I had in mind. I had great expectations.,48 A'beckett Street Holden Hill WA 4115
"Most of the 10s here are because of nostalgia as others have pointed out. The movie fails on many fronts, from forced cringe-worthy humor to bad story pacing. The third act of the movie is greatness, and is what redeems it.",18 Abercorn Crescent Wangaratta WA 2093
"It's sad that the only thing that was memorable for me in this movie was that final fight with Thanos. Other than that, all the other scenes were either incomprehensible or just plain boring.",7 Adair Street Wyndham WA 7303
Are they going to make a part 2? They need to consider doing one if they don't want all those past films to end on a fail.,25 Adamson Crescent Wallsend NSW 2209
"A great ending to a long-running cinematic storyline. The acting was great, and the movie's length worked to its advantage to set scenes before diving into main plot points. Robert Downey Jr.'s performance was stellar especially, and Tom Holland was especially enjoyable during the final, chaotic fight scene. It is not a perfect movie, but a great watch with a tear-jerking ending, a great end to Tony Stark's character arc.",5 Abercrombie Circuit Ruse NSW 3564
Some of the scenes were unnecessary and could've been just cut out entirely and the movie would still make sense. I expected more from this 3-hour film but it turned out to be just a complete waste of time.,9 Abrahams Crescent Thursday Island WA 2486
"I have to admit, I got so emotional all throughout the movie and some parts brought me to tears. The cast was phenomenal and I think every superhero got to have their spotlight.",17 Adamson Crescent Erskine VIC 2062
"The biggest mess in cinema history, so devoid of logic and credibility you wish Thanos would win. Everyone is a joke.",57 Abercorn Crescent St Kilda East VIC 6058
"What a rollercoaster ride the movie Avengers: Endgame was! Even though it has some slow scenes, I was really moved by the character building, how the story was elaborately planned, and the heartbreaks that we had to endure along the way. I must say, it had an epic and emotional ending we never thought we wanted.",51 Acraman Place Brunswick Heads QLD 2470
All I can say is that this movie gave me the chills! Truly fascinating. A fitting conclusion that lives up to the hype.,3 Abercorn Crescent Spring Hill NSW 2036
"Hands down to Stanley, the Russo Brothers, the cast and all the people behind this movie. The culmination of several movies eventually leading to this one great of a story, in the end, satisfied the forever kid in me.",12 A'beckett Street Burwood VIC 4565
"Scarlet Witch's rage was terrifying! She proved to everyone not to mess with her, with her man, or else, there'll be hell to pay.",157 Adair Street Gorokan VIC 3071
Spidey and Mr. Stark 's reunion tugged my heartstrings. The relief on Tony's face said it all.,12 Adam Place Redhead  2540
"Watch the preceding movies that were actually good. Not this **** collaboration of everything. Plot summary: 2, 5 hours of crying and talking about everyones feelings.. That nobody cares. 10 minutes of action and the rest is generic **** I mean what were they thinking. Only people who like this movie is a serious fanboy in denial that this is a total dissaster. At least infinity war was ok but same time also bad because there was NO character development since there was 200 characters. The only thing good  about this movie was the overweight thor puns.",48 Ackland Place Moe QLD 3169
"Oujeah this is it. The best Avengers movie, you are in for a treat. Mindblowing blot twist at the end so i don't wanna spoil it for you.",10 Adams Place Tatyoon NSW 4060
"I loved this movie, it was a great finish to 10 years of generally good movies (with the one exception). There were moments I jumped out of my seat I was enjoying it so much. Obviously there were a few bits I disliked. As a tubby bloke I didn’t appreciate the fat jokes. The ending was definitely bittersweet. Worth multiple watches for sure.",54 Adkinson Close Street Park VIC 6104
"It's the movie of the last ten year's. It's funny,it's fun to watch and it's a great movie after all. *but* its have a huge mistake. At ""Antman and the Wasp"" when Janet coming out of the countom world she at the same age like Hank.  When Scot getting  out the countom world he look the same age.But after all, it a good movie.",5 Adcock Place Waverley ACT 4555
"Avengers: Endgame was one of my most anticipated movies of the year. While I felt it was step up from Avengers: Age of Ultron and Avengers: Infinity War, Avengers: Endgame still disappointed me on an entertainment level. I understand that it’s really hard to live up to the massive hype and satisfy fans with a pre-written storyline, but the slow pacing of Endgame was really frustrating at times. It felt like separate movies playing out at different times, fitted into one movie. The entire first two hours didn’t really give me any surprises, although I was still entertained at times. However, the final battle in the last third of the movie was incredible and the storyline started to draw me in until the final scene. All in all, Endgame was a letdown for me, but I was still entertained for a minor part of the film. (56/100)",6 A'beckett Street Yass NSW 6288
It's the Endgame. Nuff' Said. I was happy with it. It is unlike probably anything else in cinematic history. The last hour of this film alone is just what I lived for as a kid.,44 Adamson Crescent Cooktown VIC 2038
This is a good superheroes film but it can be an excellent movie if they removed the time travel element/plot from the movie. Time travel plot has been used so many times in entertainment media now it becomes so tiring to watch. I appreciated the effort to realize this epic 'masterpiece' but I can't give an excellent score to a film with cheap plot.,45 Abrahams Crescent Yangebup WA 2145
"It is a worst possible face of the commercial in history, end of a story!!!",4 Aaron Place St Albans SA 6065
"I love marvel cinema universe, I watched all the films. I can say that 3 hours is enough for the film to contain both the epic, and the plot, and everything possible. The film is very boring at the beginning, I understand that it must be sad at the beginning, but not as tedious. The middle is even less intrinsic, but still far from the most interesting. I would give the film 6 points, but the final battle is fantastic. I have not seen such a battle in more than one film. It was probably the most epic that I saw. Therefore, since I love marvel, and for the epic battle at the end, I put 8 points. 10 points film does not deserve.",65 Academy Close Oakden VIC 4270
"A well made film that is marked as the ending for the MCUThe film was exciting and funny, not as well written as Infinity War but easily a top ten superhero movie. I would say character interaction with each other is the best part of this film. If you like superhero or just adventure movies I would recommend this to you.",5 A'beckett St St Kilda East VIC 6018
"Avengers end game : e um filme muito bom quanto a comedia q e muita bem ambientada no filme, quanto a história, e principalmente a ação a ação, referências aos quadrinhos, e por ultimo as roupas q também são um maximo",4 Abercrombie Circuit Circuiturrajong VIC 2151
"I am so happy Brie Larson had such a tiny role in this, made it so much more enjoyable. Other than that, it was your run-of-the-mill sequel to Infinity War that was supposed to tie together a bunch of films. It was great, but not groundbreaking.",7 Adinda Street Nambour ACT 2566
"It was pretty good, then it got pretty bad, then it got good again, and then a little bit much... overall decent...",71 A'beckett Street Punchbowl NSW 2117
"Unfortunately, I can't agree with the majority here, I don't mean to offend anyone but I won't lie about my reaction to this movie either. Honestly, it was way too long & boring, I ended up not caring what happened in the end.  I kept thinking what excuse are they going to use this time to delay Thanos's eventual death.  Too many plot holes, farfetched and every excuse in the book to show case every character in the Marvel universe.  I was so glad when it was over.",65 Abercrombie Circuit Moorabbin  
"The continuation of the war of infinity. the film is very cool! The unexpected death of Thanos at the beginning, 5 years later, fat Thor, Bruce and Hulk in one body, traveling during the time, clicking the Hulk, this is something with something. Sorry for Tony Stark and Cap (Seeing him an old man is insulting). We lost two superheroes, but Thanos got his own.",5 Adamson Crescent Unanderra WA 7250
"While it's always hard to see an epic journey end, 'Endgame' was a worthy conclusion of the Infinity saga. Would I have like that things turned out different? Yes. Would I still recommend it? Absolutely.",27 Abbott Street Balranald  4680
"Very entertaining. One of the best from Marvel, but it can be boring and have lots of plot holes, but it still deserves a watch, superhero fan or not.",6 Abercorn Crescent Berkeley Vale NSW 4553
For a movie full of plotholes and inconsistencies I feel like it has been doing well in reviews and box office. A movie with great and epic superhero moments but at the end it's just that: another superhero movie.,16 A'beckett Street Bondoola QLD 2047
Overall a bad movie. Movie is too slow and lacks action. The grand finale comes down to random heroes making a big entrance and holding the gauntlet for a few sec. Just a shell of Infinity Wars. Pity.,5 Abernethy Street Camperdown WA 3137
this movie is well_designed one but how much popular  it is! that is out of thinking3 less points because they always managed the story like a noob ( destroy half earth and bring it back in the future or kill units that will respawn like hell),34 Abrahams Crescent Carnegie QLD 5163
This movie is so amazing as it is but i hear rumours about the extended versions with some cut scenes which would have been amazing in the movie. But amazing wish it was 4 hours,22 Adkinson Close Wellington Point VIC 2260
"You got to be kidding me. You call that the best conclusion for all the marvel films since Iron Man. That was the most boring movie ever. Come on, time travel. That was the stupidest climax of this Movie. If you want to make this movie great about time travel then you got to be logical which place and time to be than other random time and place to receive something important. If they want to go timeTravel to get the stones and if Banner told them If he change something in the past won’t change the future, then why didn’t they get the stones  when Thor injury Thanos in Wakanda battle and all the characters just take the gauntlet with the stones and bring to the Future. That would have make much easier instead going to different timelines to get the stones individually and Black Widow could have been alive. The first half was so boring to do timeHeist. So overall, let’s pretend this movie never happen and use my own creation for this movie without time travel and continue with the other future marvel movies. I’m was pissed of on this movie.",14 Abrahams Crescent Salisbury East NSW 6280
"A great finale to an amazing series, however, due to several plot holes, and obvious ways the could’ve defeated Thanos, too many things seemed unrealistic, the action was great, but was yet another disposable CGI army, Thanos seemed unrealistically more powerful, Iron Man’s death seemed avoidable, they had the time stone and somehow they couldn’t undo Iron Man’s death? Boring at times, too long, it faield to get me interested in the next movies (besides Far From Home) but a solid conclusion.",434 Ackland Place Goonellabah NSW 3551
"Marvel fans, you have to come to the realization that these movies are not that great. In particular the humor. The  humor in the MCU has gotten horrible and always seems to show up when you would be experiencing something other than laughter (""I aimed for the head""). This is the primary reason I don't consider these movies to have any heart put behind them. I firmly believe that they follow a formula where there has to be a joke after a certain amount of time regardless if it kills the mood.On the  bright side, at least Thanos' goal made sense in this movie. The killing half the universe thing is stupid if you still allow what is left to reproduce, and since he had the kill set to randomize you were always going to have about a 50/50 split on the sexes. Thor, just why? He has been a pointless laughing stock since Ragnarok. Hulk was also a disappointment. If the comics are anything to go by, people in general don't like a fusion of Banner and Hulk, and generally it seemed it only existed due to the special limitation that they put into the Infinity Guantlet (which shouldn't have limitations and makes no sense to have any if Thanos was going to do with it in this movie what he wanted). If it wasn't for Downey and Thanos this time I would probably rate this movie a zero.",85 Academy Close Kinross  5157
"Along with Infinity War, Endgame is the most ambitious and intriguing Marvel's film ever made [May 06, 2019 - Avaliable on Letterboxd]",28 A'beckett Street Carlingford QLD 2617
"Definitely not as interesting as Infinity War.  And while I like long movies, I only like them if I like them, and this was long and boring.  It was ""okay.""  Anti-climactic at best.  Oh well.",15 A'beckett Street Conder QLD 3163
"This is an amazing film. I love almost every aspect of this film. As a Marvel fan, I can definitely say that Avengers: Endgame is a love letter to the fans and provides a satisfying emotional conclusion. Before I get started, here is a spoiler warning. Go see Avengers: Endgame and then come back. Let’s get some negatives out of the way. Everything up until the Time Heist drags on and starts to get boring. I know that they need to set everything up for the 2nd and 3rd acts of the film but I wish they had done it better. The 2nd and 3rd acts of this film make up for this though. I also didn’t like the explanation for the their time travel. The film basically states that anything the characters do in the past doesn’t affect the future which makes no sense at all. I know that this is their own rule but it just makes no sense at all. Why would changing the past not affect the future at all. That would mean that Nebula would have disappeared when she killed her past self. The one other problem is that some of the jokes didn’t work. The positives far outweigh the negatives though. The cast does an outstanding job especially all of the main Avengers. I loved watching them together with War Machine, Nebula, and Rocket. All the supporting characters also did an amazing job. The plot can get confusing sometimes but generally, it’s understandable. The tone remains consistent throughout the film. It’s sometimes funny when it needs to be funny and it’s serious when it needs to be serious. The cinematography was fine. It wasn’t anything special. The visual effects for this film are amazing though. The armies look mostly real and Thanos looks great as always. There is a lot of emotional weight to this film which kinda surprised me. I was expecting Hawkeye to die but I was generally surprised and sad when they killed off Black Widow. I was really sad when they killed Iron Man. I knew they were but I didn’t know how they would kill him. It was incredibly satisfying to hear Iron Man say “I am Iron Man” one last time. His death is sad but satisfying. The funeral scene at the end of the film was so awesome and brought back some characters we haven’t seen for a long time. The action in this film is probably the best in the MCU. The climactic battle at the end is in my opinion the best action scene in all of cinema. Captain America wielding Mjolnir was so awesome to watch. Personally, I loved the ending for Captain America. He got to live the life he never lived. Overall, Avengers: Endgame is a satisfying conclusion to the first 22 films in the MCU while boosting a very strong cast, some amazing action, and an immensely satisfying conclusion. I give Avengers: Endgame a 9.5/10.",1 A'beckett Street Thornlie VIC 6230
"Avengers Endgame is one of the very few movies that I can watch over and over again based on it's amazing story, humor and action. The final battle is the best final battle against a villain that I have seen ever. 9/10 for me.",10 Ada Place Dunnstown NSW 3129
"In a word ""Boring"". What a waste of time! this movie shows all the superheros in their old fragile state and then they eventually die. Everybody is crying, being sad, depressed and dramatic for almost 3 hours. By no means anybody can tell that this is an action movie.Thor was humiliated beyond any tolerable limits. Marvel has Faded all the actor's powers (HULK,THOR) and killed few(IRON MAN, Captain America, Black widow) and humiliated others (THOR). Its definitely not exciting to see captain america swinging Thor's hammer.When they get back in time to save the world they made the movie worst. This time travel thing is used when movie makers can't form a proper story. Overall, this was the worst Marvel movie ever made. Never watch this director's & writer's movie ever again. I know i won't.",40 Adamson Crescent Wangaratta WA 2650
"Very bad Thanos. Thanos was the very nice character in the infinity war. he was with the motivation  (the inhabitants of his land were killed) and he wanted to kill half of the entire universe, but in the endgame he just wanted to destroy the planet just because he is",50 Abercrombie Circuit Mount Eliza NSW 5540
"Never felt like I could roll my eyes so much at such a comedic disaster. Yes the film uses nostalgia to wink at the audience every five minutes but this does nothing but make the film look like just another CGI overhaul fan film that gives its previous instalment (infinty war) little impact. The character deaths were predictable as was the plot, to be honest I had been waiting for iron mans death since five years ago, he's a cool character, but severely overhyped and overused at this point. As I mention the comedy is tragically bad, with every character suddenly pulling terrible jokes out of ""americas ass"" as Ant man puts it. I mean seriously, Thor the God of Thunder is now an overweight drunk playing fortnite?",69 Abercrombie Circuit Ballina NSW 2680
Probably worst movie of MCU. There is nothing making sense about time travel. Dr. Strange only can hold glass of water in this movie. Iron man died for nothing if he just give it those stones to Cap. Marvel hole equation would've solved. But still last battle was awesome and again Thor is a totally disappointing. And what was the Thanos? How can even he be so powerful?,18 Achernar Close Dunsborough VIC 2210
A movie that leaves a lot of emotions. Hope for the return of Iron Man and I don't know where Loki will get the infinity stone,237 Abercrombie Circuit Frankston VIC 5073
"Avengers Endgame is a great movie. It is a solid end to the past 11 years of great cinematic storytelling. And although I think it is a little bit overrated, I do think it is also worthy of being the closing movie for the current MCU. There is a colossal ensemble of characters that shine in each of the scenes that they are in, there are emotional moments that make you want to cry, there is lots of funny humour and tense action, it has it all. But, it can be a bit messy at points and it does have a few issues with pacing, but on the whole, a great movie and a satisfying conclusion.",79 Absolon Place East Fremantle SA 7054
"Endgame is an astounding achievement of capitalism. I feel bad for all the animators who aren't unionized and don't see any profits from this monstrosity. Because seriously, without the animators this movie is simple and ineffective.",440 Adams Place Burleigh Heads VIC 3187
Pretty boring compared to infinity war. Missing some of the best characters and overall unsatisfying,7 Abercorn Crescent Hawthorne QLD 6071
The movie is based on nonsense. I believe if one superhero can save the world then 10 of them would easily destroy thanos. So it's so stupid that these superheroes can't kill thanos. And where was captain marvel in avengers infinity war? did she have anything more important than saving the universe to do?,10 A'beckett Street Pearcedale NSW 6059
"Had so many emotions while watching this. Great ending for a generation of movies. Still, so many charaters had to stay in the background because 3-hour movie is not enough.",10 Adair Street  NSW 2141
best movie ever from 2019 along with toy story 4! the characters are awesome (except the villains) the whole plot is amazing! i call this the best movie ever from 2019 along with toy story 4!,14 A'beckett Street Artarmon VIC 2777
"Good in all types,Has a good acting,good history,and in my opinion taked the essence from other avengers movie and make it even better",450 Adkinson Close Auburn QLD 6057
Such a perfect culmination of the entire MCU. It is everything any fan could have ever wished for and so much more.,51 Adair Street Roleystone TAS 5068
"Well like I said before, I was expecting so much better than this but I guess this what you get for 20 years of wait",83 Abercorn Crescent  NSW 5271
"I did like the movie, but... I really did not like the time-travel aspect. I think it works in some movies but I couldn't get into the whole time-travel thing in this one. I did love the last half of the movie and characters like Iron Man and Hawkeye. Tom Holland as Spider-Man is still one of my favorite characters in the franchise. I just feel like it could have been better.",35 Adair Street Glenbrook NSW 2795
"Some questionable character choices, a lack of stakes, and some uneven pacing are dramatically overshadowed by the payoffs and fan service that rewards you for being on the journey rather than feeling pretentious.",144 Abercorn Crescent Ryde  3930
Disappointing. The build up was slow and even got boring at times. The movie was enjoyable but not great. Not sure what others found great in this movie. Definitely not my favourite avengers movie,74 Abbott Street Kellyville NSW 2611
"Avengers: Endgame. Does it live up to the hype? Yes. It takes you through a emotional rollercoaster with references sprinkled throughout, bringing you back to where it all began but has a few moments which make it just short of a 10.Captain Marvel was not needed in the movie and served as a ex machina, ruining one of the most epic scene in movie history where earth teams up to defeat thanos and destroys his spaceship in a scene that looked like a reskin of the last jedi which as we know, was not received so well. There were also some inconsistencies throughout the movie with some power scaling problems. An example is Captain America fighting past thanos and getting flung across but was able to handle his infinity gauntlet punch in infinity war? He was also able to summon mjonir because he was worthy, but if he could, why couldn't others? Thor was also seen fat but still was able to fit in his armor and time suit? I understand the material of the time suit might be flexible but armor doesn't have flexibility so we are supposed to assume he just burned fat in a day? Enough of negatives, let's get to the good parts!Throwbacks really caused me to tear up, especially the time travel back to guardians of the galaxy and original avengers as we've known them throughout all these years and movies. Humour was executed greatly in a movie with such a serious tone but worked. Occasionally throwing in jokes helps viewers recover. It is filled with fan service rewarding old fans but not alienating new fans with a simple plot and was sad to see such characters as Captain America go, seeing how they grew but passing on the torch to newcomers to the marvel franchise and I'm looking forward to see what they do next after thanos. We also continue to see the humanity of thanos and him breaking throughout the course of the MCU. We can see that he wanted to eliminate half the universe and when earth revolts, he offers a different solution but the goal stays the same, to let life live in an utopia and achieve peace which is reasonable, and how much he was willing to sacrifice, almost dying to destroy the stones themselves instead of keeping it with him as they served no purpose, showing his humanity and that he cared for people.Endgame also gave finality to the whole series when people started to say that they were the same movies over and over again and although I don't agree, I can see where they're coming from. Just hearing the theme and seeing the avengers team up for one last time was purely amazing and epic with a good ending. Having no end credit or mid credit scene might seem lazy or usual, I believe that that's intentional as they don't want it to be some opener for a bigger movie but an great end to a even greater series.Marvel, I love you 3000. 9/10",7 A'beckett Street Booker Bay VIC 5114
"This movie's plot is half-baked with lots of holes. Not a lot of action scenes, too much backstory about lives of superheroes. Thor did not really play an important part in the movie. Overall, it seems like the movie was a little cash-grab.",55 Abernethy Street Kirrawee NSW 3844
This movie is great it ends all the story lines of the different characters. It packs an emotional punch and i cried my eyes out in the theater. This movies is a great ending to a big franchise.,11 Adam Place Iluka NSW 3174
The hype the made about this movie was huge so I was ready for some treat only to find out that the whole 3 hour (was it?) story could be compacted into 40 minutes.,372 Abercorn Crescent Castlemaine WA 6008
"Avengers:End Game provides an entertaining climax to the current generation of Marvel Super hero films however, like Hawkeye and Black Widow at Vormir, it came pretty close to falling from the cliff and failing the mission in a few places, but thankfully crisp (not rushed) pacing provided a life-line whenever we were staring into the abyss.We begin with a continuation of the gloom cast by the end of Infinity War, and are invited to a heartbreaking picnic with Hawkeye, this scene is played well; not overdone. It is sad and reminds us of what has been at stake, and the recent defeat of the Avengers. It sets the tone for the film nicely; we are going to have to confront the emotional debris left in Thanos' wake over the course of the next few hours. We settle in for the ride.The only problem with the picnic scene is it happens during the day, while over in Wakanda...presumably simultaneously, it was also daytime. I suppose we can just re-imagine Hawkeye's farm was in Africa. But it certainly looks more likely a good scene was developed and shot without much thought going on regarding the time-line of events. Which is strange, because as the film goes on. Time becomes a central issue.Stark is rescued,avoiding certain death twice in the space of a few days now...he returns bitter and damaged, as are all our heroes. We go after Thanos then take a break for 5 years.Thor is suffering PTSD. As a big fan of The Big Lewbowski,I enjoyed his transformation here, but had some horrible Luke Skywalker flashbacks, which I think are the main trigger from some of the outrage on-line at this decision. I think it works here, because Marvel has always had a comedic element. Thor had a compelling reason to be in the state he was in, and the writers allow us to see him rise from the ashes of himself again as the final battle looms.Once the time travel story begins, we came close to the fall. The constant referencing of films (as with Spiderman in Infinity war referencing the Alien franchise) and revisiting scenes from previous films seemed to bog the story down. Rather than making me feel connected to these characters because of their familiarity with the actual world, I felt pulled out of the fantasy...the effect was to break the fourth wall and rather than finding it charming I felt it broke immersion. Despite this being essentially a fun entertainment piece I hate it when immersion gets broken and I'm forced to realize I'm in a room full of people I don't know, (despite the enjoyment of the shared experience of watching a film in a theater),I came here to escape all these people for a few hours. Luckily, the time travel sequences are handled briskly, and are used to set up some nice moments with Captain America (which pays off nicely at the end) the Tony, Mr Stark, Jarvis triangle and then Thor with his mother.My only disappointment with the film is the transformation of Thanos (or regression?).He was a mystery for so long, and then his motivation and cold logic were one of the best things about Infinity War. His personal sacrifice and strength of will to persevere toward his goal, were terrifying and unique. Unfortunately, here we take a turn, and his philosophy is reduced to a simple desire to destroy all life, and remake the world(s) in his own image. Oh...this interesting and complex villain is now just a regular Bad Guy. Let's just all beat each other up now.The climactic fight is spectacular, there is a sense of real peril for most of our heroes and the film manages to keep us on edge. There are a few cringe moments, but again it's a subjective and personal question of taste, little things that don't really damage the film but we could have done without.Captain Marvel again giving us an unwelcome Last Jedi Flashback, flying though Thanos's spaceship in a reflection of the Last Jedi Light-speed ram.In the midst of battle, everything pauses conveniently as a few reunions take place, the whole Grrrl squad moment was a cringe, but thankfully they moved on quickly and didn't make too much of a deal about it.Jump to the final moment of the battle and here comes the coup de grace..'I am....Iron man'. Now that moment was excellent, and was worth sacrificing the Thor 'I went for the head' climax by positioning that as a surprise at the start of the film. We got the best of both worlds there.So in conclusion. A worthy part 2 to Infinity War, which was a very hard act to follow, let alone to try and top. The film looks beautiful, the action sequences are easy to follow and mostly avoid 'shaky cam'. A sad but satisfying end for Iron man; his heroes journey is complete. Having grown from self centered to self sacrificing over the course of the films. Captain America says farewell and his decision was logical and consistent to his desires, and Thor seems a great fit for the Guardians of the Galaxy.I look forward to watching Infinity War and End Game back to back in a marathon someday soon.",61 Adair Street South Melbourne VIC 2580
"Hulk's arc = completed off camera. Thor's ark = we undo the work of the last 3 Thor movies and infinity war. Iron Man's arc = emotional but predictable. Captain America's arc = completely out-of-character and selfish. Black Widow's arc = emotional and powerful, but it was a poor sendoff for a great character. Hawkeye's arc = his Ronan plot was underdeveloped and seemed a bit pointless, but overall his was the most consistent arc of the movie aside from Black Widow's. Overall, this movie was a huge fail, and makes me not want to watch the old films since their plots mean nothing after Endgame destroys them.",19 Abernethy Street Orange NSW 4161
"It's very, very good. Endgame cashes in on all of the great moments and characters of the MCU, and makes a film unlike anything since Return of the King. One complaint is that the film starts stronger than it finishes, Captain America and Black Widow shine in the first act as we see their heart-break over Infinity War. It's incredibly moving watching a regular guy in a support group talk about his first date since Infinity War, and then hearing Cap tell him 'we gotta learn to live, otherwise Thanos should've just killed all of us.' The rest of the film is good, but not quite as moving. My only real gripes are the way that Captain Marvel and the end battle are shoe-horned in, the movie would have been just as good without either.",43 Adinda Street Currumbin Valley VIC 6065
"The best way to describe Endgame is chaotic which is expected when a movie tries to bring together so many characters. However, many sub-plot lines seem shoehorned. Captain Americas demise seemed strange, and really didn't fit the movie. How Iron Man managed to take the stones off of the glove at the end didn't make sense. Captain America coming in and destroying the entire enemy ship as if it were butter, I mean come on, had she shown up 10 minutes sooner there would not have been any fight. That should be a sign of a character that is too OP. Thanos is initially able to throw Captain Marvel aside, then tries again and isn't able to without the power stone. The evil nebula dying without killing a single character. Thanos refusing to finish off any of iron man, thor, or captain america even though he indicated that it was personal now. He literally just stood there for a minute doing nothing until the reinforcements showed up. Thor, captain america, and iron man were unable to defeat thanos without him even having the stones? It seemed like the 3 of them together would've been able to pull it off in infinity war if thanos hadn't had the stones yet. These are just the plot holes I can remember 3 days after watching.The pacing of the movie was herky jerky as well. I was yawning in the theater for the first 45 minutes of the movie. Some parts were just too slow and drawn out. Finally, if you're going to kill off captain america and iron man, they should have killed thor as well to wrap it all up cleanly. Not only that, but let the legacy of the characters end there. Don't pass the captain america shield to his side kick and the role of iron man to tony starks wife and friend.The sound and music was great. The video effects were awesome. I didn't have a problem with most of the jokes or spoken lines. But the plot holes, pacing, and legacies are what subtracted 4 points for me.",164 Abbott Street Lilydale VIC 6728
"The only plus to this movie, and the only reason for score 1 in stead of 0 is ... no, it is 0. The makers of this movie have failed miserably. It is difficult to make such a movie work, with so many characters, but they get an F nonetheless. They could have done a much better job. Let me repeat one thing about superhero movies. They are inherently dumb. The whole premise is just dumb - people with superpowers. But it's a wonderful fantasy - people with superpowers. That's why the creators must put in extra effort to mitigate the dumbness by making the best possible story. Some superhero movies do a better job at that than others. This one does not, and I rank it really low, along with 'Thor - The Dark World' and 'Batman - The Dark Knight Rises'. I shall only mention two things out of many, that make this movie so awful: Thor and Feminism. Let me address both. Thor, one of my favorite characters in Marvel comics and the great Dignitary, has generally been portrayed terribly in the movies - all of them, with the possible exception of Infinity War. First, he's been bland and a spoiled brat in Thor - part one, then he's a stupid, uninteresting oaf through a couple of movies, and then they start introducing clownish aspects to this character, which culminates catastrophically in this movie with fat, drunk, whiny, bum Thor. It is unforgivable. To make things even worse, they don't even let him get in a single blow against Thanos in the final battle. He just gets brutalized by Thanos, and Captain America basically takes over his supposed role, and battles Thanos properly. In the end, they put him with the Guardians of Galaxy. Since they are a bunch of clowns, he's should fit right in, but another problem there is that Chris Hemsworth is simply not funny. Maybe he could have been very good for the role of Thor, had they written the character properly, but he's no comedian, however hard he may try. I guess some people thought that he was very funny being shocked and zapped, he was not.As for the feminism: I like feminism. I also like a good sandwich, but if you shove it violently down my throat, I am going to hate that particular sandwich, and I'm going to hate you. I am talking about that scene during the final battle when ONLY female characters come together to support Captain Marvel in whatever she was trying to do, I don't care. If you desperately want to push societal issues in what is basically a lowbrow superhero movie, you should nonetheless try to make it less painfully obvious and stupid.MCU finale is a total fail. I watched it, many people watched it, you'll watch it, but it is bad.",248 Abercrombie Circuit Lakemba NSW 2292
